
AVION NUMERO 0 (Conexion)
CODIGO VUELO: VUE4108
Aerolinea: PCBAirLine
DESTINO: (Lima, Peru)
Capacidad inicial: 7400.000000
Capacidad Usada: 4724.400391
Capacidad restante: 2675.599365
Equipaje Especial: 92
Equipaje Facturado: 73
Equipaje sobredimensionado: 80
Equipaje de Mano: 102

EQUIPAJES
0 (Lima,Peru) [prioridad: 0] peso: 23.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 5.800000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 6.000000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 35.099998 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 14.600000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 3.500000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 29.000000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 2.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 4.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 3.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 34.099998 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 16.900000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 9.600000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 3.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 37.799999 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 17.299999 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 9.400000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 14.900000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 5.200000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 1.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 8.400000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 3.500000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 37.400002 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 37.000000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 3.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 4.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 4.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 2.300000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 33.099998 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 15.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 23.900000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 28.200001 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 4.600000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 28.299999 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 9.200000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 32.599998 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 20.600000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 24.400000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 1.300000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 26.200001 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 29.200001 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 26.200001 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 1.200000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 12.200000 (Mantener)
5053 (Lima,Peru) [prioridad: 1] peso: 15.400000 (Cargar)
3558 (Lima,Peru) [prioridad: 1] peso: 26.100000 (Cargar)
3873 (Lima,Peru) [prioridad: 1] peso: 37.099998 (Cargar)
32205 (Lima,Peru) [prioridad: 1] peso: 9.400000 (Cargar)
33802 (Lima,Peru) [prioridad: 1] peso: 35.799999 (Cargar)
37393 (Lima,Peru) [prioridad: 1] peso: 24.700001 (Cargar)
3244 (Lima,Peru) [prioridad: 1] peso: 4.700000 (Cargar)
7780 (Lima,Peru) [prioridad: 1] peso: 5.500000 (Cargar)
5783 (Lima,Peru) [prioridad: 1] peso: 20.400000 (Cargar)
10561 (Lima,Peru) [prioridad: 1] peso: 7.200000 (Cargar)
13804 (Lima,Peru) [prioridad: 1] peso: 25.400000 (Cargar)
10046 (Lima,Peru) [prioridad: 1] peso: 22.600000 (Cargar)
16040 (Lima,Peru) [prioridad: 1] peso: 29.700001 (Cargar)
12970 (Lima,Peru) [prioridad: 1] peso: 23.100000 (Cargar)
11018 (Lima,Peru) [prioridad: 1] peso: 31.400000 (Cargar)
17975 (Lima,Peru) [prioridad: 1] peso: 3.300000 (Cargar)
19736 (Lima,Peru) [prioridad: 1] peso: 6.500000 (Cargar)
26041 (Lima,Peru) [prioridad: 1] peso: 5.500000 (Cargar)
18410 (Lima,Peru) [prioridad: 1] peso: 9.000000 (Cargar)
31361 (Lima,Peru) [prioridad: 1] peso: 11.200000 (Cargar)
26458 (Lima,Peru) [prioridad: 1] peso: 13.000000 (Cargar)
27156 (Lima,Peru) [prioridad: 1] peso: 3.900000 (Cargar)
24630 (Lima,Peru) [prioridad: 1] peso: 24.500000 (Cargar)
26984 (Lima,Peru) [prioridad: 1] peso: 30.500000 (Cargar)
18837 (Lima,Peru) [prioridad: 1] peso: 10.500000 (Cargar)
23854 (Lima,Peru) [prioridad: 1] peso: 31.100000 (Cargar)
30458 (Lima,Peru) [prioridad: 1] peso: 24.500000 (Cargar)
29457 (Lima,Peru) [prioridad: 1] peso: 8.400000 (Cargar)
26482 (Lima,Peru) [prioridad: 1] peso: 33.099998 (Cargar)
29280 (Lima,Peru) [prioridad: 1] peso: 27.100000 (Cargar)
31868 (Lima,Peru) [prioridad: 1] peso: 8.600000 (Cargar)
37047 (Lima,Peru) [prioridad: 1] peso: 11.000000 (Cargar)
30756 (Lima,Peru) [prioridad: 1] peso: 16.000000 (Cargar)
37416 (Lima,Peru) [prioridad: 1] peso: 30.299999 (Cargar)
38497 (Lima,Peru) [prioridad: 1] peso: 8.900000 (Cargar)
35357 (Lima,Peru) [prioridad: 1] peso: 31.400000 (Cargar)
39895 (Lima,Peru) [prioridad: 1] peso: 36.700001 (Cargar)
40786 (Lima,Peru) [prioridad: 1] peso: 7.900000 (Cargar)
31577 (Lima,Peru) [prioridad: 1] peso: 15.300000 (Cargar)
38422 (Lima,Peru) [prioridad: 1] peso: 1.800000 (Cargar)
46027 (Lima,Peru) [prioridad: 1] peso: 29.600000 (Cargar)
49968 (Lima,Peru) [prioridad: 1] peso: 18.200001 (Cargar)
38268 (Lima,Peru) [prioridad: 1] peso: 3.800000 (Cargar)
43176 (Lima,Peru) [prioridad: 1] peso: 1.600000 (Cargar)
39279 (Lima,Peru) [prioridad: 1] peso: 35.200001 (Cargar)
38668 (Lima,Peru) [prioridad: 1] peso: 5.200000 (Cargar)
48965 (Lima,Peru) [prioridad: 1] peso: 22.200001 (Cargar)
47745 (Lima,Peru) [prioridad: 1] peso: 14.200000 (Cargar)
------------------
0 (Lima,Peru) [prioridad: 0] peso: 6.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 14.200000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 4.900000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 15.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 4.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 6.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 22.400000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 33.500000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 18.600000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 15.700000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 18.799999 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 16.200001 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 1.300000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 19.400000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 33.599998 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 3.100000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 10.600000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 34.200001 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 1.500000 (Mantener)
0 (Lima,Peru) [prioridad: 0] peso: 6.600000 (Mantener)
